dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
financial/Sector Visualizations_ Finance,financial,Investment Needs,pie,Clean,,,,,,,
financial/Tableau for Finance,financial,% of OpEx,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Change by Account,line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.1yrx7cz0f8lyqm18fc4nt06tx9dd' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
financial/Tableau for Finance,financial,Change by Dept,line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.1yrx7cz0f8lyqm18fc4nt06tx9dd' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
financial/Tableau for Finance,financial,Change by Qtr,line,Clean,,,,,,,
financial/Tableau for Finance,financial,Chart,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/Tableau for Finance,financial,Duplicate Amt,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Duplicate Detail,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
financial/Tableau for Finance,financial,Employee Expense Types,circle,Clean,,,,,,,
financial/Tableau for Finance,financial,Lic-Consol,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Main-Consol,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,PO Count by QTR Ver2,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Project Spend,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Project Summary,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Receipts By Purchase Requestor,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
financial/Tableau for Finance,financial,Revenue & Key Common Size Measures,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Routes_RouteMap,line,Clean,,,,,,,
financial/Tableau for Finance,financial,Top 20 Vendors by PO Count Ver2a,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Top 20 Vendors by USD Ver2a,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Top 5 Expense Types,line,Clean,,,,,,,
financial/Tableau for Finance,financial,Top 5 Expense Types Total Spent,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
financial/Tableau for Finance,financial,Tot Rev-Consol,bar,Clean,,,,,,,
financial/Tableau for Finance,financial,Traveler_Itinerary_Timeline,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/Tableau for Finance,financial,YTD Variance by Period,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,04a.chart,square,Clean,,,,,,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,10a.Header,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,10b.CY,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,10c.PY,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,10d.CY-PY $,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,10e.CY-PY %,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,11a.Header,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,11b.CY,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,11c.PY,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,11d.Delta,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,w06_Table,line,Clean,,,,,,,
financial/The Ultimate Profit & Loss Statement Workbook,financial,w07_Table,line,Clean,,,,,,,
financial/Transition Finance Dashboard,financial,GNIpc,line,Clean,,,,,,,
financial/Transition Finance Dashboard,financial,Ind corr,circle,Clean,,,,,,,
financial/Transition Finance Dashboard,financial,Ind corr (2),circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Average Quantity of Trade Bar,bar,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Average Quantity of Trade Bar Desc,bar,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Average Value of Trade Bar Desc,bar,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Cost vs Quantity,circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Dendrogram 1,line,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Dendrogram 2,line,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Distribution of Value of Trade (Exports),circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Distribution of Value of Trade (Imports),circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Jitter Quantity,circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Jitter Value,circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Life Expec. vs Healthcare Expenditures,circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,"Normalized Value, Num, and Quantity of Items",line,Flagged,No numeric field on any axis,ERROR,This line chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,"Normalized Value, Num, and Quantity of Items",line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.09apul30g7exos101vofv0yrncbm' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Number of Countries that Export Item,circle,Clean,,,,,,,
healthcare/#IronViz_ The Economy of Healthcare,healthcare,Sheet 17,bar,Flagged,Chart has no data fields,ERROR,This bar chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
healthcare/101-Designing Dashboards and Stories - Healthcare Costs,healthcare,Word Cloud,text,Clean,,,,,,,
healthcare/Color of COVID-19,healthcare,lower,line,Clean,,,,,,,
healthcare/Color of COVID-19,healthcare,upper,line,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 1 (2),circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 16,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22,bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22 (2),bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22 (3),bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22 (4),bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22 (5),bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 22 (6),bar,Clean,,,,,,,
healthcare/Detecting Frauds in Healthcare,healthcare,Sheet 3,bar,Clean,,,,,,,
healthcare/Deviation_ Charting Actual to Target Values,healthcare,Bar Chart,bar,Clean,,,,,,,
healthcare/Deviation_ Charting Actual to Target Values,healthcare,Bullet Chart,bar,Clean,,,,,,,
healthcare/Deviation_ Charting Actual to Target Values,healthcare,Deviation Chart,bar,Clean,,,,,,,
